lat,lon,DATA_FUTURA,TEMP_MAX,TEMP_MIN,UMID_MAX,VEL_VENTO,VOL_PRECIPITACAO,TP_NUVEM,PRESSAO_ATM
-23.641320999,-46.456427,2024-09-24 03:00:00+00:00,31.3,15.8,75.9,7.4,0.0,0.0,1015.8
-23.641320999,-46.456427,2024-09-24 04:00:00+00:00,31.3,15.8,76.5,7.4,0.0,0.0,1015.5
-23.641320999,-46.456427,2024-09-24 05:00:00+00:00,31.3,15.8,75.7,7.8,0.0,0.0,1015.1
-23.641320999,-46.456427,2024-09-24 06:00:00+00:00,31.3,15.8,80.4,7.8,0.0,0.0,1015.1
-23.641320999,-46.456427,2024-09-24 07:00:00+00:00,31.3,15.8,80.7,7.6,0.0,0.0,1014.9
-23.641320999,-46.456427,2024-09-24 08:00:00+00:00,31.3,15.8,82.3,7.6,0.0,0.0,1015.3
-23.641320999,-46.456427,2024-09-24 09:00:00+00:00,31.3,15.8,86.5,7.1,0.0,0.0,1016.3
-23.641320999,-46.456427,2024-09-24 10:00:00+00:00,31.3,16.5,81.0,6.6,0.0,0.0,1016.8
-23.641320999,-46.456427,2024-09-24 11:00:00+00:00,31.3,16.5,71.5,6.6,0.0,0.0,1017.4
-23.641320999,-46.456427,2024-09-24 12:00:00+00:00,31.3,16.5,60.3,6.6,0.0,0.0,1016.9
-23.641320999,-46.456427,2024-09-24 13:00:00+00:00,31.3,16.5,50.5,5.7,0.0,0.0,1016.2
-23.641320999,-46.456427,2024-09-24 14:00:00+00:00,31.3,16.5,41.0,5.3,0.0,0.0,1015.5
-23.641320999,-46.456427,2024-09-24 15:00:00+00:00,31.3,16.5,35.8,4.7,0.0,0.0,1014.7
-23.641320999,-46.456427,2024-09-24 16:00:00+00:00,31.6,16.5,36.2,2.7,0.0,0.0,1013.8
-23.641320999,-46.456427,2024-09-24 17:00:00+00:00,31.6,16.5,41.8,3.6,0.0,2.0,1013.2
-23.641320999,-46.456427,2024-09-24 18:00:00+00:00,31.6,16.5,54.4,5.0,0.0,2.0,1012.7
-23.641320999,-46.456427,2024-09-24 19:00:00+00:00,31.6,16.5,59.1,5.4,0.0,1.0,1012.5
-23.641320999,-46.456427,2024-09-24 20:00:00+00:00,31.6,16.5,66.1,6.0,0.0,0.0,1012.7
-23.641320999,-46.456427,2024-09-24 21:00:00+00:00,31.6,16.5,74.5,6.9,0.0,0.0,1012.9
-23.641320999,-46.456427,2024-09-24 22:00:00+00:00,31.6,16.5,78.1,6.9,0.0,1.0,1013.2
-23.641320999,-46.456427,2024-09-24 23:00:00+00:00,31.6,16.5,74.5,5.3,0.0,0.0,1013.4
-23.641320999,-46.456427,2024-09-25 00:00:00+00:00,31.6,16.5,73.0,4.9,0.0,0.0,1014.2
-23.641320999,-46.456427,2024-09-25 01:00:00+00:00,31.6,16.5,69.8,5.5,0.0,0.0,1014.4
-23.641320999,-46.456427,2024-09-25 02:00:00+00:00,31.6,16.5,67.1,7.1,0.0,0.0,1014.4
-23.641320999,-46.456427,2024-09-25 03:00:00+00:00,31.6,16.5,62.6,9.9,0.0,0.0,1014.2
-23.641320999,-46.456427,2024-09-25 04:00:00+00:00,31.6,16.5,61.9,10.8,0.0,0.0,1013.8
-23.641320999,-46.456427,2024-09-25 05:00:00+00:00,31.6,16.5,65.5,10.8,0.0,0.0,1013.3
-23.641320999,-46.456427,2024-09-25 06:00:00+00:00,31.6,16.5,69.4,10.6,0.0,4.0,1013.0
